ROASTER,ROAST,LOC_COUNTRY,ORIGIN,100G_USD,RATING
modcup coffee,Light,United States,Colombia,5.88,0.6923076923076923
Blues Brew Coffee,Light,Taiwan,Colombia,36.81,0.7692307692307693
Brioso Coffee,Medium-Light,United States,Colombia,8.82,0.7692307692307693
Plat Coffee Roastery,Medium-Light,Hong Kong,Colombia,14.7,0.7692307692307693
One Fresh Cup,Medium-Light,Taiwan,Ethiopia,8.44,0.8461538461538461
PT's Coffee Roasting Co.,Light,United States,Ethiopia,6.32,0.8461538461538461
Kakalove Cafe,Light,Taiwan,Ethiopia,4.81,0.8461538461538461
Big Island Coffee Roasters,Medium-Light,Hawai'i,Hawai'I,11.64,0.7692307692307693
Kakalove Cafe,Medium-Light,Taiwan,Ethiopia,4.39,0.8461538461538461
Nostalgia Coffee Roasters,Medium-Light,United States,Kenya,8.23,0.6923076923076923
Souvenir Coffee,Medium-Light,United States,Costa Rica,5.58,0.6923076923076923
Paradise Roasters,Light,United States,Hawai'I,22.0,0.7692307692307693
Paradise Roasters,Light,United States,Hawai'I,26.41,0.7692307692307693
Paradise Roasters,Light,United States,Guatemala,22.0,0.6923076923076923
RD Cafe,Medium-Light,Taiwan,Ethiopia,5.38,0.8461538461538461
Red Rooster Coffee Roaster,Light,United States,Ethiopia,6.46,0.8461538461538461
Jackrabbit Java,Medium-Light,United States,Rwanda,5.88,0.6153846153846154
Paradise Roasters,Light,United States,Colombia,9.96,0.8461538461538461
Kakalove Cafe,Medium-Light,Taiwan,Colombia,4.39,0.8461538461538461
Evie's Cafe,Light,Taiwan,Colombia,8.78,0.7692307692307693
Badbeard’s Microroastery,Medium-Light,United States,Colombia,4.18,0.6923076923076923
Dory Coffee Roasters,Medium-Light,Taiwan,Colombia,8.35,0.6923076923076923
Regent Coffee,Light,United States,Guatemala,8.67,0.6923076923076923
Euphora Coffee,Medium-Light,Taiwan,Guatemala,4.41,0.6923076923076923
JBC Coffee Roasters,Medium-Light,United States,Indonesia,5.0,0.7692307692307693
Coffee Please,Medium-Light,Taiwan,Ethiopia,5.24,0.8461538461538461
Durango Coffee Company,Medium-Light,United States,Colombia,5.57,0.6923076923076923
Coffee Please,Medium-Light,Taiwan,Ethiopia,3.55,0.8461538461538461
GK Coffee,Medium,Taiwan,Indonesia,7.2,0.9230769230769231
Temple Coffee Roasters,Medium-Light,United States,Ethiopia,5.58,0.7692307692307693
Temple Coffee Roasters,Medium-Light,United States,Ethiopia,5.58,0.7692307692307693
San Francisco Bay Coffee,Medium,United States,Guatemala,4.17,0.46153846153846156
Old World Coffee Lab,Medium-Light,United States,Ethiopia,5.58,0.7692307692307693
RamsHead Coffee Roasters,Medium-Light,United States,Costa Rica,4.98,0.6153846153846154
SOT Coffee Roaster,Light,Japan,Colombia,11.38,0.9230769230769231
Wildgoose Coffee Roasters,Light,United States,Kenya,6.17,0.6923076923076923
Wonderstate Coffee,Light,United States,Democratic Republic Of The Congo,5.58,0.6923076923076923
Green Stone Coffee,Medium-Light,Taiwan,Kenya,9.24,0.7692307692307693
1951 Coffee Company,Medium-Light,United States,Ethiopia,6.03,0.6153846153846154
Temple Coffee Roasters,Medium-Light,United States,Peru,5.58,0.6153846153846154
Temple Coffee Roasters,Medium-Light,United States,Colombia,5.58,0.6153846153846154
Paradise Roasters,Medium-Light,United States,Hawai'I,26.41,0.7692307692307693
Paradise Roasters,Light,United States,Colombia,8.79,0.7692307692307693
Paradise Roasters,Medium,United States,Hawai'I,17.59,0.6153846153846154
Lina Premium Coffee,Medium-Dark,United States,Colombia,4.63,0.5384615384615384
Bird Rock Coffee Roasters,Medium-Light,United States,Ethiopia,5.88,0.7692307692307693
Bird Rock Coffee Roasters,Light,United States,Democratic Republic Of The Congo,6.17,0.6923076923076923
RanGuo Coffee,Medium-Light,Taiwan,Ethiopia,5.64,0.5384615384615384
San Francisco Bay Coffee,Medium-Light,United States,Ethiopia,4.58,0.6153846153846154
Dragonfly Coffee Roasters,Medium-Light,United States,Colombia,3.67,0.5384615384615384
Atom Coffee Roasters,Light,Taiwan,Ethiopia,5.82,0.7692307692307693
Paradise Roasters,Medium-Light,United States,Yemen,22.0,0.7692307692307693
Roadmap CoffeeWorks,Medium-Light,United States,Democratic Republic Of The Congo,5.57,0.6923076923076923
Kakalove Cafe,Medium-Light,Taiwan,Panama,7.08,0.9230769230769231
Peach Coffee Roasters,Light,United States,Ethiopia,5.29,0.7692307692307693
Merge Coffee Company,Light,United States,Colombia,8.81,0.7692307692307693
True Coffee Roasters,Medium-Light,United States,Colombia,3.96,0.6153846153846154
True Coffee Roasters,Medium-Light,United States,Colombia,3.96,0.6153846153846154
Temple Coffee Roasters,Medium-Light,United States,Ethiopia,6.76,0.6923076923076923
Coffee By Design,Medium-Light,United States,Ethiopia,4.08,0.6923076923076923
Indaba Coffee Roasters,Medium-Light,United States,Guatemala,8.82,0.6153846153846154
Indaba Coffee Roasters,Light,United States,Ethiopia,4.7,0.5384615384615384
Hula Daddy Kona Coffee,Medium-Light,Hawai'i,Hawai'I,38.58,0.9230769230769231
Willoughby's Coffee & Tea,Light,United States,Panama,26.46,0.8461538461538461
Big Island Coffee Roasters,Medium-Light,Hawai'i,Hawai'I,12.35,0.7692307692307693
Bird Rock Coffee Roasters,Light,United States,Panama,8.52,0.7692307692307693
Hala Tree Kona Coffee,Medium-Light,Hawai'i,Hawai'I,14.55,0.7692307692307693
Kona Farm Direct,Medium-Light,Hawai'i,Hawai'I,25.2,0.7692307692307693
Origin Coffee Roasters,Medium-Light,Hawai'i,Hawai'I,13.82,0.6923076923076923
Islamorada Coffee Roasters,Medium-Light,United States,Uganda,5.88,0.5384615384615384
Kakalove Cafe,Medium-Light,Taiwan,Kenya,2.97,0.8461538461538461
Kakalove Cafe,Light,Taiwan,Ethiopia,5.31,0.8461538461538461
Coffee Please,Medium-Light,Taiwan,Ethiopia,5.12,0.7692307692307693
Kakalove Cafe,Medium-Light,Taiwan,Ethiopia,2.97,0.7692307692307693
Coffee Please,Light,Taiwan,Ethiopia,4.98,0.7692307692307693
Bird Rock Coffee Roasters,Medium-Light,United States,Colombia,8.52,0.8461538461538461
JBC Coffee Roasters,Medium-Light,United States,Kenya,6.47,0.8461538461538461
Kona Farm Direct,Medium-Light,Hawai'i,Hawai'I,25.17,0.7692307692307693
JBC Coffee Roasters,Medium-Light,United States,Yemen,7.72,0.8461538461538461
Bird Rock Coffee Roasters,Medium-Light,United States,Colombia,5.58,0.6923076923076923
San Francisco Bay Coffee,Medium-Light,United States,Colombia,4.17,0.5384615384615384
Cheer Beans,Light,Taiwan,Ethiopia,6.34,0.6153846153846154
RamsHead Coffee Roasters,Medium-Light,United States,Costa Rica,8.8,0.6923076923076923
Coffee By Design,Medium-Light,United States,Kenya,4.08,0.6923076923076923
CofFeeling,Medium-Light,Taiwan,Colombia,3.52,0.6153846153846154
Euphora Coffee,Medium-Light,Taiwan,Ethiopia,4.41,0.6923076923076923
Thanksgiving Coffee Company,Medium-Light,United States,Panama,13.23,0.6153846153846154
Sunny's Coffee,Light,Japan,Ethiopia,9.22,0.6153846153846154
Sunny's Coffee,Light,Japan,Ethiopia,9.22,0.5384615384615384
Sunny's Coffee,Light,Japan,Ethiopia,9.22,0.46153846153846156
Sunny's Coffee,Light,Japan,Ethiopia,9.22,0.46153846153846156
Paradise Roasters,Medium-Light,United States,Hawai'I,26.41,0.7692307692307693
Amavida Coffee Roasters,Medium-Light,United States,Colombia,5.88,0.6923076923076923
David's Nose,Medium-Light,Taiwan,Ethiopia,5.66,0.6923076923076923
Jade Cafe,Light,Taiwan,Ethiopia,8.53,0.6923076923076923
Big Shoulders Coffee ,Medium-Light,United States,Colombia,7.35,0.7692307692307693
Coffee Please,Medium-Light,Taiwan,Ethiopia,7.89,0.8461538461538461
Paradise Roasters,Medium-Light,United States,Ethiopia,7.33,0.8461538461538461
Bird Rock Coffee Roasters,Medium-Light,United States,Colombia,7.35,0.7692307692307693
Willoughby's Coffee & Tea,Medium-Light,United States,Panama,7.27,0.7692307692307693
De Clieu Coffee,Medium-Light,Taiwan,Ethiopia,9.2,0.6923076923076923
Geisha Coffee Roaster,Medium-Light,United States,Panama,3.25,0.6923076923076923
Nine Point Coffee,Medium,Taiwan,Ethiopia,7.11,0.6923076923076923
Steady State Roasting,Medium-Light,United States,Colombia,8.82,0.6923076923076923
Kakalove Cafe,Medium-Light,Taiwan,Kenya,4.6,0.7692307692307693
GK Coffee,Medium-Light,Taiwan,Ethiopia,8.0,0.8461538461538461
GK Coffee,Medium-Light,Taiwan,Kenya,8.8,0.7692307692307693
RamsHead Coffee Roasters,Medium-Light,United States,Ethiopia,5.28,0.7692307692307693
Jackrabbit Java,Medium-Light,United States,Ethiopia,4.12,0.5384615384615384
Big Shoulders Coffee,Medium-Light,United States,Kenya,6.47,0.8461538461538461
Big Shoulders Coffee,Medium-Light,United States,Ethiopia,7.35,0.7692307692307693
Lina Premium Coffee,Medium-Light,United States,Colombia,7.35,0.7692307692307693
Lina Premium Coffee,Medium-Light,United States,Colombia,7.28,0.46153846153846156
JBC Coffee Roasters,Medium-Light,United States,Colombia,7.94,0.7692307692307693
Ming's Coffee Playroom,Light,Taiwan,Mexico,6.4,0.6923076923076923
Paradise Roasters,Light,United States,Nicaragua,26.41,0.7692307692307693
Pro Aroma Enterprise Coffee,Medium-Light,Taiwan,Ethiopia,7.05,0.8461538461538461
Pro Aroma Enterprise Coffee,Light,Taiwan,Ethiopia,5.88,0.7692307692307693
Three Keys Coffee,Medium-Light,United States,Democratic Republic Of The Congo,5.88,0.7692307692307693
Olympia Coffee,Light,United States,Burundi,6.61,0.6923076923076923
Mamechamame Coffee,Light,Japan,Rwanda,7.56,0.6923076923076923
Valverde Coffee Roasters,Medium,United States,Burundi,5.64,0.6153846153846154
Kakalove Cafe,Medium-Light,Taiwan,Ethiopia,4.11,0.9230769230769231
Kakalove Cafe,Medium-Light,Taiwan,Taiwan,19.82,0.8461538461538461
Kakalove Cafe,Light,Taiwan,Ethiopia,4.6,0.8461538461538461
JBC Coffee Roasters,Medium-Light,United States,Ethiopia,5.29,0.8461538461538461
Nostalgia Coffee Roasters,Medium-Light,United States,Colombia,8.23,0.7692307692307693
Big Shoulders Coffee,Medium-Light,United States,Colombia,7.35,0.6923076923076923
Le Brewlife,Medium-Light,Taiwan,Colombia,10.67,0.6923076923076923
Le Brewlife,Light,Taiwan,Ethiopia,13.87,0.6923076923076923
Rusty’s Hawaiian,Medium-Light,Hawai'i,Hawai'I,22.05,0.8461538461538461
Peach Coffee Roasters,Light,United States,Ecuador,13.23,0.7692307692307693
Peach Coffee Roasters,Medium-Light,United States,Colombia,8.52,0.6923076923076923
JBC Coffee Roasters,Medium-Light,United States,Kenya,6.03,0.8461538461538461
JBC Coffee Roasters,Medium-Light,United States,Ecuador,6.17,0.8461538461538461
JBC Coffee Roasters,Medium-Light,United States,Indonesia,5.26,0.7692307692307693
Dragonfly Coffee Roasters,Light,United States,Yemen,15.43,0.7692307692307693
GK Coffee,Light,Taiwan,Costa Rica,9.6,0.7692307692307693
SOT Coffee Roaster,Light,Japan,Brazil,21.46,0.7692307692307693
Dragonfly Coffee Roasters,Medium-Light,United States,Yemen,15.43,0.6923076923076923
Dragonfly Coffee Roasters,Medium-Light,United States,Yemen,15.43,0.6923076923076923
GK Coffee,Medium-Light,Taiwan,Brazil,4.0,0.7692307692307693
Kakalove Cafe,Light,Taiwan,Ethiopia,5.31,0.8461538461538461
Kakalove Cafe,Light,Taiwan,Ethiopia,5.81,0.8461538461538461
Coffee Please,Medium-Light,Taiwan,Ethiopia,8.96,0.7692307692307693
Difference Coffee,Medium-Light,England,Panama,111.11,0.7692307692307693
LECO Coffee,Light,Taiwan,Ethiopia,7.05,0.7692307692307693
EK Roast Studio,Light,Taiwan,Ethiopia,6.34,0.6923076923076923
LECO Coffee,Medium-Light,Taiwan,Colombia,7.05,0.6923076923076923
EK Roast Studio,Medium-Light,Taiwan,Yemen,9.59,0.7692307692307693
Coffee Please,Medium-Light,Taiwan,Kenya,6.68,0.6923076923076923
Home in Harmony,Medium-Light,Taiwan,Ethiopia,4.93,0.7692307692307693
Temple Coffee Roasters,Medium-Light,United States,Ethiopia,6.32,0.6153846153846154
Cafe Kreyol,Medium-Light,United States,Dominican Republic,3.82,0.46153846153846156
Paradise Roasters,Light,United States,Tanzania,66.09,0.8461538461538461
Baba Java Coffee,Medium-Light,United States,Panama,17.64,0.6153846153846154
RamsHead Coffee Roasters,Medium-Light,United States,Nicaragua,5.28,0.6153846153846154
Taster’s Coffee,Light,Taiwan,Ethiopia,21.38,0.7692307692307693
Drink Coffee Do Stuff,Medium-Light,United States,Ethiopia,6.47,0.6923076923076923
Euphora Coffee,Medium-Light,Taiwan,Ethiopia,4.53,0.7692307692307693
Mr. Chao Coffee,Medium-Light,Taiwan,Ethiopia,3.67,0.5384615384615384
JBC Coffee Roasters,Medium-Light,United States,Colombia,13.23,0.8461538461538461
Barrington Coffee Roasting,Light,United States,Ethiopia,16.15,1.0
JBC Coffee Roasters,Medium-Light,United States,Colombia,5.58,0.7692307692307693
JBC Coffee Roasters,Medium-Light,United States,Indonesia,5.73,0.6923076923076923
JBC Coffee Roasters,Light,United States,Ethiopia,5.29,0.7692307692307693
Temple Coffee Roasters,Medium-Light,United States,Guatemala,6.61,0.6923076923076923
Temple Coffee Roasters,Medium-Light,United States,Ethiopia,6.03,0.6923076923076923
JBC Coffee Roasters,Medium-Light,United States,Guatemala,6.03,0.6923076923076923
JBC Coffee Roasters,Medium-Light,United States,Kenya,6.47,0.6923076923076923
Novo Coffee Roasters,Medium-Light,United States,Guatemala,5.58,0.6923076923076923
Qin Mi Coffee,Medium-Light,Taiwan,Guatemala,9.16,0.6153846153846154
Plat Coffee Roastery,Medium-Light,Hong Kong,Colombia,17.64,0.7692307692307693
Hidden Coffee HK,Light,Hong Kong,Panama,39.0,0.6923076923076923
Hidden Coffee HK,Medium-Light,Hong Kong,Bolivia,17.94,0.5384615384615384
Drink Coffee Do Stuff,Medium-Light,United States,Kenya,7.05,0.7692307692307693
Paradise Roasters,Light,United States,Nicaragua,8.79,0.7692307692307693
Paradise Roasters,Medium-Light,United States,Hawai'I,22.0,0.7692307692307693
Bird Rock Coffee Roasters,Medium-Light,United States,Kenya,7.05,0.8461538461538461
RamsHead Coffee Roasters,Medium-Light,United States,El Salvador,5.28,0.6923076923076923
Jackrabbit Java,Medium-Light,United States,Ethiopia,4.7,0.6923076923076923
Fresh Roasted Coffee,Medium-Light,United States,Democratic Republic Of The Congo,4.69,0.6153846153846154
Temple Coffee Roasters,Medium-Light,United States,Mexico,6.91,0.6923076923076923
JBC Coffee Roasters,Light,United States,Guatemala,5.0,0.6153846153846154
JBC Coffee Roasters,Medium-Light,United States,Mexico,4.7,0.6153846153846154
Mr. Chao Coffee,Medium-Light,Taiwan,Kenya,4.16,0.6923076923076923
Mr. Chao Coffee,Medium-Light,Taiwan,Kenya,4.16,0.6923076923076923
Metropolis Coffee,Medium,United States,Colombia,3.69,0.5384615384615384
Metropolis Coffee,Medium-Light,United States,Colombia,3.69,0.46153846153846156
Le Brewlife,Medium-Light,Taiwan,Taiwan,20.22,0.46153846153846156
Santos Coffee,Medium-Light,Hawai'i,Ethiopia,4.27,0.6923076923076923
Paradise Roasters,Light,United States,Panama,22.0,0.8461538461538461
Paradise Roasters,Medium-Light,United States,Ethiopia,7.33,0.7692307692307693
Paradise Roasters,Medium-Light,United States,Hawai'I,22.0,0.7692307692307693
JBC Coffee Roasters,Light,United States,Costa Rica,9.48,0.8461538461538461
JBC Coffee Roasters,Medium-Light,United States,Kenya,6.17,0.8461538461538461
Roadmap CoffeeWorks,Medium-Light,United States,Ethiopia,5.86,0.7692307692307693
Coffee by Design,Medium-Light,United States,Kenya,4.08,0.6153846153846154
Roadmap CoffeeWorks,Medium-Light,United States,Ethiopia,5.86,0.6923076923076923
Jaunt Coffee Roasters,Light,United States,Ethiopia,7.64,0.8461538461538461
True Coffee Roasters,Medium-Light,United States,Brazil,3.63,0.6153846153846154
Taster's Coffee,Medium-Light,Taiwan,Ethiopia,3.17,0.6923076923076923
Jaunt Coffee Roasters,Medium-Light,United States,Kenya,7.05,0.6153846153846154
Cafe Unido,Medium-Light,United States,Panama,23.52,0.8461538461538461
Temple Coffee Roasters,Medium-Light,United States,Kenya,6.91,0.7692307692307693
Port of Mokha,Medium-Light,United States,Yemen,39.68,0.9230769230769231
Dragonfly Coffee Roasters,Medium-Light,United States,Yemen,17.64,0.6923076923076923
Qima Coffee,Medium-Light,England,Yemen,20.83,0.6923076923076923
Euphora Coffee,Medium-Light,Taiwan,Yemen,21.52,0.6153846153846154
Durango Coffee Company,Medium-Light,United States,Colombia,5.57,0.7692307692307693
RamsHead Coffee Roasters,Medium-Light,United States,Honduras,4.98,0.6923076923076923
Taster's Coffee,Medium-Light,Taiwan,Ethiopia,3.17,0.6923076923076923
David's Nose,Medium-Light,Taiwan,Ethiopia,5.66,0.6923076923076923
Kona Love Coffee Co.,Medium-Light,Hawai'i,Hawai'I,10.29,0.6153846153846154
Kona Love Coffee Co.,Medium,Hawai'i,Hawai'I,10.29,0.46153846153846156
Kakalove Cafe,Medium-Light,Taiwan,Ethiopia,3.89,0.7692307692307693
Kakalove Cafe,Medium-Light,Taiwan,Guatemala,5.31,0.7692307692307693
Kakalove Cafe,Medium-Light,Taiwan,Guatemala,8.5,0.7692307692307693
Kakalove Cafe,Light,Taiwan,Ethiopia,4.6,0.6923076923076923
Red Rooster Coffee Roaster,Medium-Light,United States,Kenya,6.61,0.9230769230769231
Red Rooster Coffee Roaster,Medium-Light,United States,Ethiopia,5.73,0.7692307692307693
Simon Hsieh Aroma Roast Coffees,Medium,Taiwan,Kenya,12.04,0.7692307692307693
Big Shoulders Coffee,Medium-Light,United States,Colombia,12.35,0.7692307692307693
Mr. Chao Coffee,Medium-Light,Taiwan,Ethiopia,3.52,0.5384615384615384
Dragonfly Coffee Roasters,Medium-Light,United States,Panama,6.61,0.7692307692307693
Coffee Please,Light,Taiwan,Ethiopia,5.64,0.7692307692307693
JBC Coffee Roasters,Medium-Light,United States,Ethiopia,5.88,0.6923076923076923
Dragonfly Coffee Roasters,Medium-Light,United States,Panama,8.82,0.7692307692307693
Coffee Please,Medium-Light,Taiwan,Ethiopia,12.52,0.6923076923076923
Mystic Monk Coffee,Medium-Light,United States,Ethiopia,4.1,0.6153846153846154
JBC Coffee Roasters,Medium-Light,United States,Ethiopia,5.58,0.8461538461538461
Bird Rock Coffee Roasters,Medium-Light,United States,El Salvador,6.17,0.8461538461538461
RamsHead Coffee Roasters,Light,United States,Ethiopia,5.57,0.7692307692307693
RamsHead Coffee Roasters,Medium-Light,United States,Colombia,10.57,0.7692307692307693
Paradise Roasters,Medium-Light,United States,Hawai'I,44.09,0.6923076923076923
Samlin Coffee,Light,Taiwan,Ethiopia,7.04,0.7692307692307693
Green Stone Coffee,Medium-Light,Taiwan,Kenya,10.67,0.8461538461538461
Kakalove Cafe,Medium-Light,Taiwan,Guatemala,3.19,0.7692307692307693
Kakalove Cafe,Medium-Light,Taiwan,Ethiopia,3.96,0.7692307692307693
Hula Daddy Kona Coffee,Medium-Light,Hawai'i,Hawai'I,27.76,0.9230769230769231
Genesis Coffee Lab,Light,United States,Ethiopia,23.37,0.8461538461538461
Hula Daddy Kona Coffee,Medium-Light,Hawai'i,Hawai'I,27.76,0.8461538461538461
Jaunt Coffee Roasters,Light,United States,Colombia,6.76,0.6923076923076923
Durango Coffee Company,Medium-Light,United States,Colombia,5.86,0.7692307692307693
Nostalgia Coffee Roasters,Medium-Light,United States,Ethiopia,6.47,0.8461538461538461
Red Rock Roasters,Medium,United States,Ethiopia,4.7,0.7692307692307693
Oceana Coffee,Light,United States,Ethiopia,6.47,0.7692307692307693
Kakalove Cafe,Light,Taiwan,Guatemala,10.62,0.9230769230769231
PT's Coffee Roasting Co.,Light,United States,Colombia,26.46,0.8461538461538461
Chromatic Coffee,Medium-Light,United States,Tanzania,70.55,0.8461538461538461
Equator Coffees,Medium-Light,United States,Colombia,35.27,0.7692307692307693
Omine Coffee,Light,Taiwan,Guatemala,16.0,0.7692307692307693
Coffee By Design,Light,United States,Ethiopia,5.44,0.46153846153846156
Hula Daddy Kona Coffee,Medium-Light,Hawai'i,Hawai'I,39.66,0.8461538461538461
Hula Daddy Kona Coffee,Medium-Light,Hawai'i,Hawai'I,22.02,0.8461538461538461
Cafe Kreyol,Medium-Light,United States,Ethiopia,4.7,0.6923076923076923
Temple Coffee Roasters,Medium-Light,United States,Kenya,6.91,0.6923076923076923
Temple Coffee Roasters,Medium-Light,United States,Ethiopia,5.88,0.6153846153846154
Cafe Kreyol,Medium-Light,United States,Honduras,3.82,0.5384615384615384
Peach Coffee Roasters,Medium-Light,United States,Colombia,8.23,0.6923076923076923
Taster’s Coffee,Light,Taiwan,Ethiopia,16.28,0.9230769230769231
Hula Daddy Kona Coffee,Medium-Light,Hawai'i,Hawai'I,22.02,0.9230769230769231
Paradise Roasters,Medium-Light,United States,Panama,132.28,1.0
Genesis Coffee Lab,Light,United States,Ethiopia,127.87,0.9230769230769231
modcup coffee,Light,United States,Panama,29.39,0.7692307692307693
Big Island Coffee Roasters,Medium-Light,Hawai'i,Hawai'I,16.75,0.7692307692307693
Kakalove Cafe,Light,Taiwan,Ethiopia,5.31,0.7692307692307693
Paradise Roasters,Medium-Light,United States,Philippines,11.76,0.6923076923076923
Jaunt Coffee Roasters,Medium-Light,United States,Ethiopia,7.35,0.6153846153846154
Hula Daddy Kona Coffee,Medium-Light,Hawai'i,Hawai'I,27.76,0.7692307692307693
Mr. Espresso,Medium-Light,United States,Ethiopia,5.0,0.6153846153846154
Coffee By Design,Medium-Light,United States,Ethiopia,4.08,0.5384615384615384
Old Soul Co.,Medium-Light,United States,Ethiopia,5.88,0.6153846153846154
Mute Roaster,Light,China,Ethiopia,22.53,0.46153846153846156
El Gran Cafe,Medium-Light,Guatemala,Guatemala,3.82,0.46153846153846156
Luv Moshi,Medium-Light,Taiwan,Kenya,7.08,0.6923076923076923
El Gran Cafe,Medium-Light,Guatemala,Guatemala,2.94,0.6153846153846154
El Gran Cafe,Light,Guatemala,Guatemala,3.82,0.23076923076923078
El Gran Cafe,Light,Guatemala,Guatemala,4.85,0.23076923076923078
El Gran Cafe,Medium,Guatemala,Guatemala,1.47,0.3076923076923077
El Gran Cafe,Light,Guatemala,Guatemala,4.85,0.46153846153846156
El Gran Cafe,Medium-Light,Guatemala,Guatemala,4.85,0.6153846153846154
El Gran Cafe,Light,Guatemala,Guatemala,3.82,0.3076923076923077
El Gran Cafe,Medium,Guatemala,Guatemala,1.47,0.38461538461538464
Difference Coffee,Medium-Light,England,Panama,80.0,0.9230769230769231
Collage Coffee,Medium-Light,United States,Ethiopia,5.64,0.6923076923076923
States Coffee,Medium-Light,United States,Ethiopia,5.29,0.6923076923076923
States Coffee,Medium-Light,United States,Kenya,5.29,0.7692307692307693
States Coffee,Medium-Light,United States,Ethiopia,5.29,0.6923076923076923
VERYTIME,Light,Taiwan,Ethiopia,7.79,0.7692307692307693
Simon Hsieh Aroma Roast Coffees,Medium,Taiwan,Ethiopia,12.04,0.9230769230769231
Paradise Roasters,Medium-Light,United States,Hawai'I,22.05,0.7692307692307693
JBC Coffee Roasters,Medium-Light,United States,Kenya,6.47,0.6923076923076923
Old World Coffee Lab,Medium-Light,United States,Ethiopia,5.58,0.6153846153846154
Paradise Roasters,Medium-Light,United States,Hawai'I,26.46,0.7692307692307693
Old World Coffee Lab,Medium-Light,United States,Ethiopia,6.03,0.6923076923076923
Old World Coffee Lab,Medium-Light,United States,Ethiopia,5.88,0.6153846153846154
Paradise Roasters,Light,United States,Panama,44.09,0.8461538461538461
Paradise Roasters,Medium-Light,United States,Ethiopia,7.35,0.8461538461538461
JBC Coffee Roasters,Medium-Light,United States,Yemen,8.82,0.6923076923076923
Jaunt Coffee Roasters,Light,United States,Guatemala,10.58,0.7692307692307693
Revel Coffee,Medium-Light,United States,Costa Rica,7.64,0.6923076923076923
RamsHead Coffee Roasters,Medium-Light,United States,Kenya,4.98,0.7692307692307693
Conscious Cup Coffee Roasters,Medium-Light,United States,Colombia,8.52,0.6153846153846154
Conscious Cup Coffee Roasters,Medium-Light,United States,Ethiopia,7.05,0.6923076923076923
GK Coffee,Light,Taiwan,Ethiopia,10.4,0.6923076923076923
modcup coffee,Light,United States,Panama,11.02,0.8461538461538461
Corvus Coffee Roasters,Medium-Light,United States,Ethiopia,5.58,0.7692307692307693
modcup coffee,Medium-Light,United States,Ethiopia,11.02,0.7692307692307693
Corvus Coffee Roasters,Medium-Light,United States,Ethiopia,5.58,0.6153846153846154
Folklore Coffee,Medium-Light,United States,Costa Rica,7.35,0.6153846153846154
GK Coffee,Medium-Light,Taiwan,Ethiopia,8.8,0.6923076923076923
Kona Love Coffee Co.,Medium,Hawai'i,Hawai'I,7.72,0.5384615384615384
Cafe Kreyol,Medium-Light,United States,Colombia,15.41,0.7692307692307693
Cafe Kreyol,Medium-Light,United States,Colombia,11.0,0.6153846153846154
JBC Coffee Roasters,Medium-Light,United States,Guatemala,5.58,0.7692307692307693
Kakalove Cafe,Medium-Light,Taiwan,Ethiopia,11.33,0.9230769230769231
Jackrabbit Java,Medium-Light,United States,Uganda,5.29,0.6923076923076923
JBC Coffee Roasters,Medium-Light,United States,Ethiopia,5.88,0.8461538461538461
Kakalove Cafe,Medium-Light,Taiwan,Ethiopia,2.97,0.8461538461538461
JBC Coffee Roasters,Medium-Light,United States,Ethiopia,5.58,0.6923076923076923
Jackrabbit Java,Medium-Light,United States,Hawai'I,11.32,0.6153846153846154
Taster's Coffee,Light,Taiwan,Ethiopia,13.45,0.8461538461538461
Paradise Roasters,Medium-Light,United States,Indonesia,7.35,0.7692307692307693
Home in Harmony,Medium-Light,Taiwan,Costa Rica,5.64,0.7692307692307693
Home in Harmony,Medium-Light,Taiwan,Ethiopia,4.93,0.6923076923076923
Cafe Red Bean Shop,Light,Taiwan,Ethiopia,7.05,0.7692307692307693
Drink Coffee Do Stuff,Medium-Light,United States,Colombia,6.76,0.6923076923076923
Battlecreek Coffee,Light,United States,Costa Rica,5.88,0.5384615384615384
JBC Coffee Roasters,Medium-Light,United States,Kenya,6.47,0.7692307692307693
Kona Love Coffee Co.,Medium-Light,Hawai'i,Hawai'I,9.92,0.6153846153846154
Oak & Bond Coffee Company,Medium-Light,United States,Guatemala,5.58,0.6923076923076923
Jaunt Coffee Roasters,Light,United States,Ethiopia,7.35,0.6153846153846154
JBC Coffee Roasters,Medium-Light,United States,Ethiopia,5.58,0.7692307692307693
Satur Specialty Coffee,Medium-Light,Taiwan,Panama,6.68,0.7692307692307693
VERYTIME,Medium-Light,Taiwan,Ethiopia,6.37,0.6923076923076923
VERYTIME,Medium-Light,Taiwan,Ethiopia,6.37,0.6923076923076923
Satur Specialty Coffee,Medium-Light,Taiwan,Indonesia,5.26,0.6923076923076923
VERYTIME,Light,Taiwan,Ethiopia,4.25,0.5384615384615384
Hula Daddy Kona Coffee,Medium-Light,Hawai'i,Hawai'I,22.02,0.8461538461538461
Luv Moshi,Medium-Light,Taiwan,Colombia,4.67,0.6923076923076923
JBC Coffee Roasters,Medium-Light,United States,Yemen,11.02,0.7692307692307693
Tipico Coffee,Light,United States,El Salvador,6.47,0.7692307692307693
Tipico Coffee,Medium-Light,United States,Ethiopia,5.22,0.6923076923076923
Tipico Coffee,Medium-Light,United States,Guatemala,6.47,0.6923076923076923
Bird Rock Coffee Roasters,Light,United States,Colombia,40.56,0.9230769230769231
Paradise Roasters,Light,United States,Colombia,35.27,1.0
